,index,uniqueId,title,price,productDescription,productImage,availability,name,catlevel1Name,catlevel2Name,combined_value
683,683,08655296,satin cinched tie waist top,49.9,"A romantic satin top with a waist-slimming design and luxe feel. Perfect for date nights, parties and beyond.","https://images.express.com/is/image/expressfashion/0097_08655296_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,satin cinched tie waist top,women,Tops,satin cinched tie waist top
684,684,03272013C,classic black satin accent cotton sateen tuxedo pant,118.0,"Our top-rated classic fit gets a stylish refresh with black satin accents. Smooth, silky fabric tailors your look and keeps you comfortable. Pair with the matching jacket for a crisp, complete tuxedo.","https://images.express.com/is/image/expressfashion/0039_03272013_0098?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,classic black satin accent cotton sateen tuxedo pant,men,Clearance Men,classic black satin accent cotton sateen tuxedo pant
685,685,02811284,EXP line graphic crew neck t-shirt,29.9,A comfortable cotton-blend tee with bold graphics and an easy fit. The perfect casual look for stepping out with friends.,"https://images.express.com/is/image/expressfashion/0023_02811284_0097?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,EXP line graphic crew neck t-shirt,men,Tops,EXP line graphic crew neck t-shirt
686,686,09703322,leopard print pajama collar utility shirt,59.9,"Silky sheer fabric, a pajama collar and utility-inspired pockets makes this shirt a chic pick for everyday wear.","https://images.express.com/is/image/expressfashion/0097_09703322_0578?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,leopard print pajama collar utility shirt,women,Tops,leopard print pajama collar utility shirt
687,687,02811280,white stacked logo graphic crew neck t-shirt,29.9,"Comfort meets sleek style in this cotton crew neck tee, featuring a cool stacked graphics and a relaxed fit.","https://images.express.com/is/image/expressfashion/0023_02811280_0010?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,white stacked logo graphic crew neck t-shirt,men,Tops,white stacked logo graphic crew neck t-shirt
688,688,04778989,printed moisture-wicking performance stretch crew neck t-shirt,39.9,A classic crew neck tee gets performance updates with stretch-infused fabric and moisture-wicking properties. Perfect for keeping cool and looking stylish.,"https://images.express.com/is/image/expressfashion/0022_04778989_0010?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,printed moisture-wicking performance stretch crew neck t-shirt,men,New Arrivals,printed moisture-wicking performance stretch crew neck t-shirt
689,689,06745800,vegan leather zip pocket cutaway blazer,118.0,"Our modern, asymmetrical cutaway blazer gets a sleek and sassy update in vegan leather. Spice up your work looks or put the finishing touch on your going-out attire. It's a great last layer when the temperature drops.","https://images.express.com/is/image/expressfashion/0078_06745800_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,vegan leather zip pocket cutaway blazer,women,Jackets & Coats,vegan leather zip pocket cutaway blazer
690,690,80001027,w&p light pink porter mug,30.0,"Enjoy drip coffee, espresso drinks and tea on-the-go. Crafted with durable ceramic and wrapped in protective matte silicone, this reusable mug is a high-quality replacement for disposable, plastic or metal to-go mugs.","https://images.express.com/is/image/expressfashion/0332_80001027_3033?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,w&p light pink porter mug,women,Labels We Love ,w&p light pink porter mug
691,691,80000853,brittany paige 'boss babe' pin set,18.0,Who them who's boss with your new pin set.,"https://images.express.com/is/image/expressfashion/0306_80000853_3039?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,brittany paige 'boss babe' pin set,women,Accessories,brittany paige 'boss babe' pin set
692,692,80000041,breda black joule watch,80.0,"Uncluttered and deliberately edited, the Joule is purposefully crafted with graceful movements, subtle proportions, and soft, curved edges. A delicate, tapered and smooth leather strap gives a feminine touch to this classic timepiece.","https://images.express.com/is/image/expressfashion/0308_80000041_3043?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,breda black joule watch,women,Accessories,breda black joule watch
693,693,06416888,lace trim strappy back tank,24.9,"Luxe lace fabric lines the neckline of this cross-back cami, while elastic straps help you get the perfect fit.","https://images.express.com/is/image/expressfashion/0086_06416888_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,lace trim strappy back tank,women,Tops,lace trim strappy back tank
694,694,04608221,mid calf socks,12.9,This soft pair of athletic-inspired socks features a mid-calf length and bold pattern that adds character to your look while providing lasting comfort.,"https://images.express.com/is/image/expressfashion/0028_04608221_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,mid calf socks,men,Accessories & Shoes,mid calf socks
695,695,06034668C,slim paisley stretch cotton dress shirt,69.9,"For a polished look that's effortless, this paisley printed design answers. Done in a comfortable cotton with a spread collar and slim fit, you'll have a go-to shirt to throw on, whether you're headed to dinner or into the office.","https://images.express.com/is/image/expressfashion/0020_06034668_1289?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,slim paisley stretch cotton dress shirt,men,Clearance Men,slim paisley stretch cotton dress shirt
696,696,09785567C,spotted button front bell sleeve banded bottom top,49.9,"For versatile styling, this button front top is a smart choice. The banded hem, bell sleeves and spotted print give it a chic look you can pair with anything. We think it's a great going-out top any time of the year.","https://images.express.com/is/image/expressfashion/0087_09785567_0030?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,spotted button front bell sleeve banded bottom top,women,Clearance  Women,spotted button front bell sleeve banded bottom top
697,697,03015059C,super high waisted linen-blend pleated paperbag shorts,59.9,Lightweight linen-blend fabric and a longer length? These paperbag shorts were made for you. Style this adorable pair with any tee or tank on those sunny days ahead.,"https://images.express.com/is/image/expressfashion/0076_03015059_2211?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,super high waisted linen-blend pleated paperbag shorts,women,Clearance  Women,super high waisted linen-blend pleated paperbag shorts
698,698,02200232,atlanta hawks NBA upside down fleece hoodie,79.9,Show off your team spirit and cool style in this NBA hoodie. The fleece lining keeps you warm while the unique upside down logo adds bold detail to this must-have for any fan.,"https://images.express.com/is/image/expressfashion/0023_02200232_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,atlanta hawks NBA upside down fleece hoodie,men,Express x NBA,atlanta hawks NBA upside down fleece hoodie
699,699,07470569C,mid rise plaid side stripe skinny pant,88.0,"Perfect for workwear, brunching and beyond, these menswear-inspired plaid pants have sophistication written all over them.","https://images.express.com/is/image/expressfashion/0092_07470569_0015?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,mid rise plaid side stripe skinny pant,women,Clearance  Women,mid rise plaid side stripe skinny pant
700,700,06214625,victor oladipo black denim baseball jacket,118.0,Vintage-inspired style with the cool and confident touch of Victor Oladipo. This exclusive collection item keeps you comfortable on cold days. Throw it over any t-shirt or button-down.,"https://images.express.com/is/image/expressfashion/0037_06214625_0461?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,victor oladipo black denim baseball jacket,men,New Arrivals,victor oladipo black denim baseball jacket
701,701,80000740,sterling forever two-tone screw bracelet,72.0,Keep it all together with this unusual screw bracelet! You'll be sure to get compliments everywhere you go. This bracelet will make a great gift for any girl in your life that loves to stand out.,"https://images.express.com/is/image/expressfashion/0308_80000740_3024?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,sterling forever two-tone screw bracelet,women,Labels We Love ,sterling forever two-tone screw bracelet
702,702,03533061C,slim 9 inch light wash distressed stretch jean shorts,59.9,"Get in the summer groove with a pair of durable jean shorts that are convenient to throw on and cut for a slim look with your casual styles. Add your favorite tee and sneakers for an easy, relaxed vibe.","https://images.express.com/is/image/expressfashion/0026_03533061_0018?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,slim 9 inch light wash distressed stretch jean shorts,men,Clearance Men,slim 9 inch light wash distressed stretch jean shorts
703,703,00768967,metal & cubic zirconia open hoop earrings,19.9,These earrings add glam to all your looks with an open hoop design and stone embellishments.,"https://images.express.com/is/image/expressfashion/0008_00768967_0098?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,metal & cubic zirconia open hoop earrings,women,Jewelry,metal & cubic zirconia open hoop earrings
704,704,80002349,deny designs triangle pattern throw pillow,49.0,The Deny throw pillow is fluffy and nap-ready. Featuring vibrant art on the front and back. Use various sizes to add depth to a couch or bed. The best part is every purchase pays the artist who designed it- supporting creativity worldwide.,"https://images.express.com/is/image/expressfashion/0349_80002349_3043?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,deny designs triangle pattern throw pillow,women,Labels We Love ,deny designs triangle pattern throw pillow
705,705,06416710,ruffle smocked cami,39.9,"This cami is perfect solo or layered thanks to soft, smocked fabric and ruffle accents.","https://images.express.com/is/image/expressfashion/0086_06416710_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,ruffle smocked cami,women,Tops,ruffle smocked cami
706,706,80001803,deny designs watercolor stripes grey sherpa throw blanket,99.0,The Deny throw blanket is ready and waiting to be your next snuggle buddy. And the best part? Every purchase pays the artist who designed it- supporting creativity worldwide.,"https://images.express.com/is/image/expressfashion/0349_80001803_3016?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,deny designs watercolor stripes grey sherpa throw blanket,women,Labels We Love ,deny designs watercolor stripes grey sherpa throw blanket
707,707,02811179,camo raised graphic t-shirt,39.9,"Amp up your casual looks with this tee that features pure cotton, a classic fit and raised graphics.","https://images.express.com/is/image/expressfashion/0023_02811179_0010?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,camo raised graphic t-shirt,men,Tops,camo raised graphic t-shirt
708,708,00929661,genuine calf hair spotted square toe loafers,69.9,"Decorated with chic spots allover, our genuine calf hair shoes promise contemporary style that's totally versatile. For work or play, these loafers will level up any look.","https://images.express.com/is/image/expressfashion/0095_00929661_0024?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,genuine calf hair spotted square toe loafers,women,,genuine calf hair spotted square toe loafers
709,709,09591425,one button cropped cardigan,49.9,"This cropped cardigan sweetens layered looks with a lightweight drape, comfortable fabric and a one-button front.","https://images.express.com/is/image/expressfashion/0096_09591425_0003?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,one button cropped cardigan,women,Sweaters & Cardigans,one button cropped cardigan
710,710,01760851,slim plaid hooded flannel shirt,69.9,"You're ready for cooler weather in this sharp flannel shirt that features pure cotton, an adjustable hood and a classic plaid print.","https://images.express.com/is/image/expressfashion/0020_01760851_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim plaid hooded flannel shirt,men,Tops,slim plaid hooded flannel shirt
711,711,01021194,skinny rose gem belt,39.9,"The perfect waist-definer, this shiny, skinny snap belt is ideal for oversized t-shirts and dresses.","https://images.express.com/is/image/expressfashion/0004_01021194_1340?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,skinny rose gem belt,women,Accessories,skinny rose gem belt
712,712,07209270,super high waisted ripped slim ankle jeans,88.0,"With a super high rise and stretch-infused fabric, these straight ankle jeans are set to your most comfortable and stylish pair. Ripped knees and a raw hem add just the right amount of edge.","https://images.express.com/is/image/expressfashion/0091_07209270_0019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,super high waisted ripped slim ankle jeans,women,Jeans,super high waisted ripped slim ankle jeans
